Trial,Four-day,Yearly
1,66.42151362,5770.169688
1,66.44299733,5749.514441
1,66.46985921,5659.135721
1,66.50879095,5716.156542
1,66.56128501,5707.615162
1,66.71601015,5755.54187
1,66.89785244,5828.857271
1,66.93168405,5763.682499
1,66.99695482,5746.804083
1,67.03172485,5802.363353
1,67.04268727,5690.537032
1,67.10389153,5703.407669
1,67.13776827,5814.876107
1,67.18128149,5720.003012
1,67.38138216,5867.255192
1,65.84325867,5663.207478
1,65.90412507,5652.588786
1,66.08797636,5661.34863
1,66.17849176,5687.576646
1,66.24601701,5670.85946
1,66.34491755,5747.85919
1,66.39954639,5639.229795
1,66.45228193,5730.967993
1,66.55670266,5746.875872
1,66.61858607,5791.757558
1,66.64082445,5771.289436
1,66.71466314,5669.914622
1,66.72944073,5713.580253
1,66.76776308,5840.087879
1,66.8512086,5845.110368
1,67.08912827,5840.693351
1,65.83012479,5646.476508
1,65.84325867,5663.207478
1,65.88053534,5676.463723
1,65.99575556,5634.544035
1,66.17712093,5666.782913
1,66.32840057,5693.13348
1,66.33686891,5647.183722
1,66.36927203,5667.152202
1,66.3888601,5680.496386
1,66.47601238,5646.445116
1,66.59380355,5799.848648
1,66.60443185,5687.279859
1,66.60453799,5676.824439
1,66.63539771,5769.454124
1,66.77903045,5795.899708
1,67.01546163,5667.962884
1,65.82475403,5646.889684
1,65.83012479,5646.476508
1,66.05643474,5658.628992
1,66.197685,5685.630609
1,66.20549819,5647.222767
1,66.37315319,5741.658265
1,66.46938651,5668.51287
1,66.54871247,5605.827323
1,66.62806285,5673.078901
1,66.63436527,5756.444298
1,66.6395225,5717.508058
1,66.67776675,5751.832608
1,66.69734605,5836.644669
1,66.76541536,5685.989356
1,66.78422127,5680.410098
1,66.99719467,5807.179027
1,65.82475403,5646.889684
1,65.984938,5640.808601
1,66.09202817,5708.557834
1,66.17916028,5724.91687
1,66.18269867,5673.680304
1,66.26993667,5711.017066
1,66.35355102,5745.244062
1,66.44503084,5680.965376
1,66.45110265,5739.970862
1,66.50526079,5727.747241
1,66.63019262,5736.396469
1,66.7520236,5761.631093
1,66.75844719,5805.488488
1,66.76454753,5791.97841
1,66.90018355,5677.295515
1,67.22112805,5691.657504
1,65.82475403,5646.889684
1,65.9025028,5734.665859
1,66.11542678,5679.223172
1,66.21700163,5710.193532
1,66.26845561,5717.795301
1,66.29696524,5725.895917
1,66.34253173,5735.262743
1,66.39701567,5734.524675
1,66.4053209,5710.796872
1,66.40935778,5710.51011
1,66.46187838,5781.280523
1,66.52354085,5741.076369
1,66.64719688,5686.35928
1,66.67339986,5751.869978
1,66.71067895,5789.530864
1,66.77429814,5691.970716
1,65.82475403,5646.889684
1,66.21498367,5724.831295
1,66.23762134,5799.3053
1,66.24293568,5666.33018
1,66.46922462,5633.940818
1,66.48324382,5746.736723
1,66.53902975,5712.664684
1,66.53976156,5703.605529
1,66.57487949,5700.165811
1,66.60106167,5773.047789
1,66.74500496,5779.610841
1,66.93815858,5782.679488
1,67.00341016,5754.062424
1,67.02257316,5850.12763
1,67.13931987,5860.065461
1,67.65596834,5897.579952
1,65.82475403,5646.889684
1,65.85216619,5683.582334
1,66.18805506,5718.906858
1,66.23363828,5691.447409
1,66.37908445,5676.249365
1,66.38209583,5743.536944
1,66.45106359,5636.046509
1,66.48184192,5746.211396
1,66.49004487,5681.024261
1,66.56213796,5643.210813
1,66.5926795,5745.214014
1,66.6637627,5789.43528
1,66.93440797,5735.871696
1,66.95744245,5762.926334
1,67.01031543,5798.406777
1,67.07085847,5838.921458
1,65.67906917,5682.127457
1,65.82475403,5646.889684
1,66.01076365,5704.210215
1,66.1184708,5688.851386
1,66.17007119,5699.509535
1,66.18098768,5630.079567
1,66.40256581,5752.826485
1,66.44512069,5651.745337
1,66.55044295,5733.23408
1,66.67202298,5778.461
1,66.67812079,5780.922486
1,66.69421438,5750.589173
1,66.82986406,5786.696998
1,66.97037562,5812.16424
1,67.05229098,5753.786739
1,67.06556553,5793.673747
1,65.67906917,5682.127457
1,65.70608011,5672.408413
1,65.90916787,5677.021129
1,66.10439596,5707.474687
1,66.13152556,5681.092712
1,66.18334195,5641.690747
1,66.2699001,5675.303233
1,66.30858504,5706.862368
1,66.54668904,5717.456161
1,66.61422399,5782.600132
1,66.7280399,5800.958345
1,66.76160128,5789.469245
1,66.77719708,5783.494586
1,66.8005686,5733.107832
1,66.9127505,5760.587881
1,67.0092107,5818.13195
1,65.54188954,5657.988645
1,65.67906917,5682.127457
1,65.7282411,5715.312341
1,65.76240875,5684.445901
1,65.92256879,5724.529398
1,65.97701973,5700.99888
1,65.98180427,5704.796167
1,66.23276066,5735.122691
1,66.27272008,5681.77914
1,66.29272722,5715.150759
1,66.32576561,5714.454351
1,66.33604419,5722.596261
1,66.39828133,5737.400199
1,66.41546356,5729.019404
1,66.74766709,5825.533691
1,66.74819616,5771.111793
1,65.54188954,5657.988645
1,65.65184804,5681.693399
1,65.73368321,5700.775111
1,65.76148516,5692.148685
1,65.98064799,5764.383597
1,66.02397228,5732.252049
1,66.04376019,5683.805297
1,66.07976415,5766.310476
1,66.09464371,5781.676663
1,66.2450664,5721.409172
1,66.39802086,5692.067314
1,66.48862111,5760.623346
1,66.54169671,5828.980632
1,66.5573433,5673.943196
1,66.612212,5797.651296
1,66.76391711,5736.967707
1,65.54188954,5657.988645
1,65.74480362,5687.878784
1,65.82480732,5717.290251
1,65.87042778,5711.079686
1,65.97086569,5702.873685
1,66.08901048,5714.614923
1,66.38703065,5814.567228
1,66.4114509,5776.028711
1,66.46001255,5708.710453
1,66.46338075,5809.947587
1,66.48998161,5775.127561
1,66.53681041,5702.941974
1,66.64951622,5800.085586
1,66.67173917,5739.019129
1,66.69485896,5830.830229
1,67.02178055,5704.069487
1,65.54188954,5657.988645
1,65.60948344,5701.292996
1,65.6576146,5699.280958
1,65.7298883,5695.599922
1,65.76061602,5682.861029
1,65.96582474,5716.212518
1,66.03931606,5684.738169
1,66.18433198,5772.384285
1,66.19660207,5741.153404
1,66.19711962,5718.749861
1,66.28987801,5735.488207
1,66.34785591,5773.802401
1,66.48810353,5826.839136
1,66.50607732,5703.227743
1,66.81674508,5833.987296
1,66.84402024,5852.542467
1,65.54188954,5657.988645
1,65.66442378,5668.566723
1,65.74692392,5669.502636
1,66.11304329,5714.981846
1,66.1688908,5743.861964
1,66.26635936,5774.126974
1,66.30810304,5696.148864
1,66.30895913,5748.520779
1,66.36034088,5716.908423
1,66.3688585,5786.766374
1,66.37219882,5788.342043
1,66.59610701,5803.551056
1,66.61008374,5805.946634
1,66.64831611,5755.017428
1,66.77246775,5786.681788
1,66.99363291,5846.148896
1,65.46087018,5683.538224
1,65.54188954,5657.988645
1,65.94771447,5721.663535
1,65.96613605,5725.571702
1,66.13756078,5723.694271
1,66.14069251,5708.803305
1,66.2512685,5742.760034
1,66.25475999,5735.939828
1,66.27043082,5751.63546
1,66.32330707,5716.35389
1,66.37038277,5712.305418
1,66.41947168,5658.777354
1,66.42102315,5794.175471
1,66.48993134,5685.965556
1,66.78722531,5877.491187
1,66.96749399,5772.699001
1,65.46087018,5683.538224
1,65.78596378,5695.530362
1,65.90215656,5721.274855
1,65.92331903,5738.57271
1,65.98682077,5718.841757
1,66.19341962,5780.382205
1,66.21320611,5731.487488
1,66.26207364,5781.987233
1,66.27209106,5711.337895
1,66.35714374,5772.883387
1,66.44975194,5717.257798
1,66.4739833,5768.36248
1,66.62597997,5722.413964
1,66.77510918,5786.94668
1,66.94465944,5794.580468
1,67.14682007,5905.582663
1,65.46087018,5683.538224
1,65.64320444,5704.043669
1,65.89074009,5718.106893
1,65.99523632,5715.082847
1,66.00626484,5727.821918
1,66.00738664,5748.017034
1,66.06275541,5731.567629
1,66.16910946,5800.275582
1,66.27831866,5743.915208
1,66.28498474,5784.070289
1,66.30941894,5760.281377
1,66.65230318,5746.516156
1,66.74007824,5700.48143
1,66.74542908,5842.720967
1,66.76384693,5826.189688
1,67.09372312,5750.61375
1,65.46087018,5683.538224
1,65.76795432,5696.139251
1,65.95944532,5740.133643
1,66.07750548,5704.965104
1,66.08989039,5764.492111
1,66.17398253,5772.357349
1,66.29279582,5756.478311
1,66.31403921,5679.912741
1,66.3374071,5748.872259
1,66.34728612,5714.129643
1,66.44581806,5744.778916
1,66.57278049,5779.625287
1,66.61371549,5810.827283
1,66.62000716,5814.2942
1,66.76916285,5859.926794
1,66.96334784,5832.025973
1,65.46087018,5683.538224
1,65.61706306,5664.930995
1,65.73000207,5712.042529
1,65.93224419,5708.908769
1,65.93261268,5655.251476
1,65.99788201,5704.329518
1,66.015659,5736.528774
1,66.0337783,5715.109487
1,66.07706866,5717.965869
1,66.22791178,5739.53431
1,66.23660293,5735.232568
1,66.3488659,5693.553677
1,66.36188951,5800.847953
1,66.44055579,5820.739003
1,66.54967085,5809.350812
1,67.08584476,5839.262966
1,65.46087018,5683.538224
1,65.53997747,5641.559964
1,65.75610608,5706.93837
1,65.79338434,5686.762062
1,65.8975258,5705.353956
1,65.90318975,5668.178883
1,66.07256675,5739.487864
1,66.09664935,5675.980471
1,66.27774937,5773.354779
1,66.32278057,5736.029871
1,66.41582402,5756.020563
1,66.42458085,5803.263382
1,66.43296413,5775.797541
1,66.66752442,5697.612843
1,66.74926969,5806.336662
1,66.89804227,5829.075533
1,65.46087018,5683.538224
1,65.55798331,5673.575303
1,65.7788736,5671.82624
1,65.77989939,5725.96432
1,65.79166034,5668.813385
1,65.9732296,5639.013862
1,66.02338491,5736.741752
1,66.07275505,5722.272777
1,66.19721782,5713.117015
1,66.42836999,5692.582345
1,66.45539236,5767.854006
1,66.48128717,5736.495136
1,66.65830388,5798.900295
1,66.73663159,5744.237059
1,66.86796015,5890.347466
1,66.87200801,5821.727422
1,65.46087018,5683.538224
1,65.59267239,5663.01963
1,65.70991517,5662.009941
1,65.75810651,5686.55323
1,65.83942658,5614.664682
1,66.0700118,5712.577935
1,66.12990849,5661.528499
1,66.13955536,5684.39316
1,66.1439457,5726.32254
1,66.17867907,5744.254937
1,66.23313845,5760.411185
1,66.52097469,5741.270221
1,66.57090903,5707.95565
1,66.60006547,5784.397886
1,66.69487089,5735.29497
1,66.78220232,5857.894588
1,65.46087018,5683.538224
1,65.59651958,5692.101555
1,65.63122605,5653.73362
1,65.81409498,5670.062998
1,65.84239584,5670.156594
1,65.86622398,5647.194542
1,65.90306101,5714.441921
1,65.95552588,5670.13488
1,65.96199917,5725.501593
1,65.97703896,5733.978664
1,66.00371253,5710.659488
1,66.01625863,5687.611038
1,66.09669891,5707.140197
1,66.29423201,5780.169681
1,66.33885025,5729.808871
1,66.70787029,5793.516367
1,65.46087018,5683.538224
1,65.72008409,5728.790516
1,65.72820357,5640.785588
1,65.73786634,5695.934919
1,65.75841187,5658.888801
1,65.96670875,5719.5141
1,65.97115323,5735.588975
1,65.98282854,5734.376974
1,65.98971991,5766.495082
1,66.03317507,5749.244056
1,66.13521046,5695.091094
1,66.1543726,5777.152706
1,66.38208404,5751.093818
1,66.48482955,5830.742253
1,66.56713579,5777.283887
1,66.59417914,5827.487441
1,65.46087018,5683.538224
1,65.73735329,5683.084117
1,65.77796069,5670.307129
1,65.81742401,5663.083699
1,65.90122357,5699.879563
1,65.97051867,5653.44801
1,66.01847371,5693.306461
1,66.02434782,5730.534334
1,66.13619683,5758.515677
1,66.15667502,5725.103299
1,66.16855786,5718.855006
1,66.30557716,5706.618402
1,66.41975846,5750.138392
1,66.5346897,5669.324086
1,66.60451833,5762.039645
1,66.63566639,5785.772725
1,65.46087018,5683.538224
1,65.6402934,5687.53967
1,65.71275304,5706.020101
1,65.83454001,5647.291354
1,65.83734567,5660.554672
1,66.14423267,5737.105733
1,66.19242187,5707.811418
1,66.20231534,5767.936958
1,66.21476471,5764.728409
1,66.23118957,5747.680312
1,66.39077969,5774.745421
1,66.66902632,5824.684676
1,66.92005526,5798.973918
1,67.00123726,5845.314324
1,67.07832098,5817.852287
1,67.16345623,5817.854014
1,65.46087018,5683.538224
1,65.75649322,5717.902384
1,65.79971092,5697.07265
1,65.87908391,5678.68472
1,65.89886898,5753.530552
1,66.30205029,5739.844828
1,66.32522968,5766.895952
1,66.39258589,5801.011995
1,66.46433677,5774.199114
1,66.51522336,5707.607106
1,66.56321106,5817.218438
1,66.67544262,5806.265527
1,66.79255939,5851.717045
1,66.81116263,5772.023902
1,67.05771426,5873.383035
1,67.18020567,5823.299813
1,65.46087018,5683.538224
1,65.76357548,5725.623496
1,65.8269676,5729.710489
1,65.9608602,5740.971993
1,66.03101979,5721.807532
1,66.05910815,5738.710756
1,66.20832262,5782.064441
1,66.25218571,5733.572853
1,66.26754334,5742.715915
1,66.32412194,5731.917766
1,66.32608205,5784.427806
1,66.36685126,5749.058927
1,66.38558967,5752.944598
1,66.55875036,5758.484447
1,66.78093938,5836.789805
1,66.96182501,5843.251405
1,65.46087018,5683.538224
1,65.6780552,5697.404367
1,65.71046717,5721.143388
1,65.82677008,5732.969609
1,65.84435731,5683.815472
1,65.99940846,5727.641319
1,66.04960767,5731.148461
1,66.13101581,5761.743926
1,66.23720033,5763.517896
1,66.27499757,5750.403356
1,66.27909234,5765.965201
1,66.3039343,5744.518635
1,66.31012208,5742.275384
1,66.35701119,5693.740992
1,66.5079364,5848.584485
1,66.64530703,5790.551917
1,65.46087018,5683.538224
1,65.5984958,5668.630154
1,65.68681849,5677.84733
1,65.75833469,5703.590695
1,65.78222974,5737.725937
1,65.94324078,5710.269881
1,66.1494234,5767.84881
1,66.1760417,5712.619631
1,66.2028992,5755.02108
1,66.24969892,5766.519891
1,66.32504815,5817.246288
1,66.33699085,5752.932281
1,66.4103314,5782.41492
1,66.46892559,5685.318592
1,66.50123472,5806.916082
1,66.5498303,5739.059127
1,65.46087018,5683.538224
1,65.57891288,5671.749184
1,65.726498,5648.526866
1,65.9389541,5721.5913
1,65.96193694,5704.515616
1,66.09682577,5711.187026
1,66.20589546,5768.284174
1,66.30777531,5797.563871
1,66.31423366,5827.173678
1,66.33875704,5782.621833
1,66.33940219,5779.048893
1,66.3848055,5751.052209
1,66.4422465,5818.317327
1,66.45146803,5767.915215
1,66.81283787,5831.471339
1,66.81340996,5832.399512
1,65.41555776,5690.715627
1,65.46087018,5683.538224
1,65.54823556,5701.346398
1,65.64541367,5663.494601
1,65.8683151,5723.117912
1,65.88023337,5740.888787
1,65.91744216,5724.168897
1,65.92483586,5744.664121
1,65.94125047,5767.701982
1,66.10814787,5746.119752
1,66.12459879,5713.185483
1,66.23060874,5695.913357
1,66.25488844,5772.096088
1,66.3156526,5763.139755
1,66.40132294,5785.676173
1,66.7020619,5770.378688
1,65.41555776,5690.715627
1,65.65214929,5745.844508
1,65.76910964,5706.575693
1,65.78668696,5665.884408
1,65.78701703,5678.89323
1,65.79173254,5644.634091
